spi_time,water_temp_filtered,coil_temp_filtered,die_temp_filtered,temp_sensor_filtered_value,coil_temp_estimate,referenceSpeed_rpm,outputSpeed_rpm,dqCommand_imag,dqCommand_real,measurement_running,water_temp_estimate,T_mot_ode_16bit
69270.0,0.7795275590551182,0.5598086124401913,0.7657894736842106,0.714759535655058,0.6637630662020906,0.6741573033707865,0.6697944593386952,0.5689602290154381,0.4021188392445878,1.0,0.7558768218147626,
69280.0,0.7795275590551182,0.5358851674641147,0.7710526315789474,0.7081260364842454,0.6637630662020906,0.6741573033707865,0.6702412868632708,0.5659952970043963,0.4035006909258407,1.0,0.7552891396332863,
69290.0,0.7795275590551182,0.5645933014354068,0.7789473684210526,0.7180762852404644,0.6637630662020906,0.6741573033707865,0.6706881143878463,0.5724363562007975,0.39935513588208205,1.0,0.75470145745181,
69300.0,0.7795275590551182,0.5358851674641147,0.7657894736842106,0.714759535655058,0.662020905923345,0.6741573033707865,0.6706881143878463,0.5671199263878949,0.4030400736987564,1.0,0.7541725434884814,
69310.0,0.7716535433070867,0.5550239234449761,0.7710526315789474,0.7164179104477613,0.662020905923345,0.6741573033707865,0.6718051831992851,0.5642572334117166,0.40488254260709355,1.0,0.7536436295251527,
69320.0,0.7795275590551182,0.5645933014354068,0.7710526315789474,0.7114427860696517,0.6637630662020906,0.6741573033707865,0.6689008042895442,0.5663020141089868,0.4035006909258407,1.0,0.7530559473436765,
69330.0,0.7795275590551182,0.5358851674641147,0.7710526315789474,0.7048092868988391,0.6637630662020906,0.6741573033707865,0.6720285969615728,0.5638482772722626,0.40534315983417785,1.0,0.7525270333803479,
69340.0,0.7795275590551182,0.5789473684210527,0.7657894736842106,0.7081260364842454,0.662020905923345,0.6741573033707865,0.669124218051832,0.5724363562007975,0.39935513588208205,1.0,0.7519393511988716,
69350.0,0.7795275590551182,0.5454545454545454,0.7710526315789474,0.7114427860696517,0.662020905923345,0.6741573033707865,0.6702412868632708,0.5692669461200286,0.4016582220175035,1.0,0.751410437235543,
69360.0,0.7795275590551182,0.5550239234449761,0.7710526315789474,0.714759535655058,0.662020905923345,0.6741573033707865,0.6702412868632708,0.5701870974338002,0.4011976047904192,1.0,0.7508815232722144,
69370.0,0.7716535433070867,0.5550239234449761,0.7657894736842106,0.7180762852404644,0.662020905923345,0.6741573033707865,0.6704647006255585,0.5698803803292097,0.4011976047904192,1.0,0.7503526093088857,
